"id","export_config_id:id","sequence","name","export_type","size","decimal_size","alignment","apply_sign","negative_sign","positive_sign","bool_no","bool_yes","expression","fixed_value","conditional_expression","repeat_expression","subconfig_id/id"
"aeat_mod303_2024_10_sub03_export_line_17","aeat_mod303_2024_10_sub03_export_config",17,"Resultado - % Atribuible a la Administración del Estado [65]","float",5,2,"right",0,"N",0," ","X","${object.porcentaje_atribuible_estado}",,,,
"aeat_mod303_2024_10_sub03_export_line_18","aeat_mod303_2024_10_sub03_export_config",18,"Resultado - Atribuible a la Administración del Estado [66]","float",17,2,"right",1,"N",0," ","X","${object.atribuible_estado}",,,,
"aeat_mod303_2024_10_sub03_export_line_19","aeat_mod303_2024_10_sub03_export_config",19,"Resultado - IVA a la importación liquidado por la Aduana pendiente de ingreso [77]","float",17,2,"right",0,"N",0," ","X","${object.casilla_77}",,,,
"aeat_mod303_2024_10_sub03_export_line_20","aeat_mod303_2024_10_sub03_export_config",20,"Resultado - Cuotas a compensar pendientes de periodos anteriores [110]","float",17,2,"right",0,"N",0," ","X","${object.potential_cuota_compensar}",,,,
"aeat_mod303_2024_10_sub03_export_line_21","aeat_mod303_2024_10_sub03_export_config",21,"Resultado - Cuotas a compensar de periodos anteriores aplicadas en este periodo [78]","float",17,2,"right",0,"N",0," ","X","${object.cuota_compensar}",,,,
"aeat_mod303_2024_10_sub03_export_line_22","aeat_mod303_2024_10_sub03_export_config",22,"Resultado - Cuotas a compensar de periodos previos pendientes para periodos posteriores ([110] - [78]) [87]","float",17,2,"right",0,"N",0," ","X","${object.remaining_cuota_compensar}",,,,
"aeat_mod303_2024_10_sub03_export_line_23","aeat_mod303_2024_10_sub03_export_config",23,"Resultado - Exclusivamente para sujetos pasivos que tributan conjuntamente a la Administración del Estado y a las Diputaciones Forales Resultado de la regularización anual [68]","float",17,2,"right",1,"N",0," ","X","${object.regularizacion_anual}",,,,
"aeat_mod303_2024_10_sub03_export_line_24","aeat_mod303_2024_10_sub03_export_config",24,"Resultado - Resultado de la autoliquidación ([66] + [77] - [78] + [68]) [69]","float",17,2,"right",1,"N",0," ","X","${object.casilla_69}",,,,
"aeat_mod303_2024_10_sub03_export_line_25","aeat_mod303_2024_10_sub03_export_config",25,"Resultado - Resultados a ingresar de anteriores autoliquidaciones o liquidaciones administrativas correspondientes al ejercicio y período objeto de la autoliquidación [70]","float",17,2,"right",1,"N",0," ","X","${object.previous_result}",,,,
"aeat_mod303_2024_10_sub03_export_line_26","aeat_mod303_2024_10_sub03_export_config",26,"Resultado - Devoluciones acordadas por la Agencia Tributaria como consecuencia de la tramitación de anteriores autoliquidaciones correspondientes al ejercicio y período objeto de la autoliquidación [109] (fijado a 0)","float",17,2,"right",1,"N",0," ","X",,0,,,
"aeat_mod303_2024_10_sub03_export_line_27","aeat_mod303_2024_10_sub03_export_config",27,"Resultado - Resultado de la liquidación ( [69] - [70] + [109] ) [71]","float",17,2,"right",1,"N",0," ","X","${object.resultado_liquidacion}",,,,
"aeat_mod303_2024_10_sub03_export_line_28","aeat_mod303_2024_10_sub03_export_config",28,"Declaración sin actividad","boolean",1,0,"left",1,"N",0," ","X","${object.result_type == 'N'}",,,,
"aeat_mod303_2024_10_sub03_export_line_29","aeat_mod303_2024_10_sub03_export_config",29,"Rectificativa - Autoliquidación rectificativa","boolean",1,0,"left",1,"N",0," ","X","${object.statement_type == 'C'}",,,,
"aeat_mod303_2024_10_sub03_export_line_30","aeat_mod303_2024_10_sub03_export_config",30,"Rectificativa - Número justificante identificativo de la autoliquidación anterior","string",13,0,"left",1,"N",0," ","X","${object.previous_number}",,,,
"aeat_mod303_2024_10_sub03_export_line_31","aeat_mod303_2024_10_sub03_export_config",31,"Rectificativa - Como consecuencia de la presentación de la autoliquidación rectificativa solicito dar de baja/modificar la domiciliación efectuada (TODO)","boolean",1,0,"left",1,"N",0," ","X","${False}",,,,
"aeat_mod303_2024_10_sub03_export_line_32","aeat_mod303_2024_10_sub03_export_config",32,"Rectificativa - Exclusivamente para determinados supuestos de autoliquidación rectificativa por discrepancia de criterio administrativo que no deban incluirse en otras casillas. Otros ajustes [108] (TODO: Forzado a 0)","float",17,2,"right",1,"N",0," ","X",,0,,,
"aeat_mod303_2024_10_sub03_export_line_33","aeat_mod303_2024_10_sub03_export_config",33,"Rectificativa - Rectificación - Importe [111] (TODO: Forzado a 0)","float",17,2,"right",1,"N",0," ","X",,0,,,
"aeat_mod303_2024_10_sub03_export_line_34","aeat_mod303_2024_10_sub03_export_config",34,"Reservado para la AEAT","string",120,0,"left",1,"N",0," ","X",,,,,
"aeat_mod303_2024_10_sub03_export_line_35","aeat_mod303_2024_10_sub03_export_config",35,"Rectificativa - Motivo de la rectificación: Rectificaciones (excepto incluidas en el motivo siguiente) (TODO: Forzado a True si es Complementaria)","boolean",1,0,"left",1,"N",0," ","X","${object.statement_type == 'C'}",,,,
"aeat_mod303_2024_10_sub03_export_line_36","aeat_mod303_2024_10_sub03_export_config",36,"Rectificativa - Motivo de la rectificación: Discrepancia criterio administrativo (TODO)","boolean",1,0,"left",1,"N",0," ","X","${False}",,,,
"aeat_mod303_2024_10_sub03_export_line_37","aeat_mod303_2024_10_sub03_export_config",37,"Reservado para la AEAT","string",443,0,"left",1,"N",0," ","X",,,,,
"aeat_mod303_2024_10_sub03_export_line_38","aeat_mod303_2024_10_sub03_export_config",38,"Indicador de fin de registro: </T30303>","string",12,0,"left",1,"N",0," ","X",,"</T30303000>",,,
"aeat_mod303_2024_10_main_export_line_01","aeat_mod303_2024_10_main_export_config",1,"Constante: <T","string",2,0,"left",1,"N",0," ","X",,"<T",,,
"aeat_mod303_2024_10_main_export_line_02","aeat_mod303_2024_10_main_export_config",2,"Modelo: 303","string",3,0,"left",1,"N",0," ","X",,303,,,
"aeat_mod303_2024_10_main_export_line_03","aeat_mod303_2024_10_main_export_config",3,"Discriminante","string",1,0,"left",1,"N",0," ","X",,0,,,
"aeat_mod303_2024_10_main_export_line_04","aeat_mod303_2024_10_main_export_config",4,"Ejercicio devengo: AAAA","string",4,0,"left",1,"N",0," ","X","${object.year}",,,,
"aeat_mod303_2024_10_main_export_line_05","aeat_mod303_2024_10_main_export_config",5,"Periodo: PP","string",2,0,"left",1,"N",0," ","X","${object.period_type}",,,,
"aeat_mod303_2024_10_main_export_line_06","aeat_mod303_2024_10_main_export_config",6,"Tipo y cierre","string",5,0,"left",1,"N",0," ","X",,"0000>",,,
"aeat_mod303_2024_10_main_export_line_07","aeat_mod303_2024_10_main_export_config",7,"Constante: <AUX>","string",5,0,"left",1,"N",0," ","X",,"<AUX>",,,
"aeat_mod303_2024_10_main_export_line_08","aeat_mod303_2024_10_main_export_config",8,"Reservado para la Administración: Rellenar con blancos","string",70,0,"left",1,"N",0," ","X",,,,,
"aeat_mod303_2024_10_main_export_line_09","aeat_mod303_2024_10_main_export_config",9,"Versión del Programa: ","string",4,0,"left",1,"N",0," ","X",,"odoo",,,
"aeat_mod303_2024_10_main_export_line_10","aeat_mod303_2024_10_main_export_config",10,"Reservado para la Administración: Rellenar con blancos","string",4,0,"left",1,"N",0," ","X",,,,,
"aeat_mod303_2024_10_main_export_line_11","aeat_mod303_2024_10_main_export_config",11,"NIF Empresa Desarrollo","string",9,0,"left",1,"N",0," ","X",,"G87846952",,,
"aeat_mod303_2024_10_main_export_line_12","aeat_mod303_2024_10_main_export_config",12,"Reservado para la Administración: Rellenar con blancos","string",213,0,"left",1,"N",0," ","X",,,,,
"aeat_mod303_2024_10_main_export_line_13","aeat_mod303_2024_10_main_export_config",13,"Constante: </AUX>","string",6,0,"left",1,"N",0," ","X",,"</AUX>",,,
"aeat_mod303_2024_10_main_export_line_14","aeat_mod303_2024_10_main_export_config",14,"P01 - Régimen general/simplificado","subconfig",0,0,"left",1,"N",0," ","X",,,,,"aeat_mod303_2024_10_sub01_export_config"
"aeat_mod303_2024_10_main_export_line_15","aeat_mod303_2024_10_main_export_config",15,"P02 - Régimen agrícola, ganadero y forestal (Omitido)","string",0,0,"left",1,"N",0," ","X",,,,,
"aeat_mod303_2024_10_main_export_line_16","aeat_mod303_2024_10_main_export_config",16,"P03 - Informacion adicional + resultado","subconfig",0,0,"left",1,"N",0," ","X",,,,,"aeat_mod303_2024_10_sub03_export_config"
"aeat_mod303_2024_10_main_export_line_17","aeat_mod303_2024_10_main_export_config",17,"P04 - Informacion adicional - Último periodo exonerados 390","subconfig",0,0,"left",1,"N",0," ","X",,,"object.period_type in ('4T', '12') and object.exonerated_390 == '1'",,"aeat_mod303_2022_sub04_export_config"
"aeat_mod303_2024_10_main_export_line_18","aeat_mod303_2024_10_main_export_config",18,"P05 - Prorratas y deducciones diferenciales (Omitido)","string",0,0,"left",1,"N",0," ","X",,,,,
"aeat_mod303_2024_10_main_export_line_19","aeat_mod303_2024_10_main_export_config",19,"PDID - Devolución","subconfig",0,0,"left",1,"N",0," ","X",,,,,"aeat_mod303_2023_subdid_export_config"
"aeat_mod303_2024_10_main_export_line_20","aeat_mod303_2024_10_main_export_config",20,"Constante. </T3030+Ejercicio+periodo+0000>","string",18,0,"left",1,"N",0," ","X","</T3030${object.year}${object.period_type}0000>",,,,
