id,export_config_id:id,sequence,name,export_type,size,decimal_size,alignment,apply_sign,negative_sign,positive_sign,bool_no,bool_yes,expression,fixed_value,conditional_expression,repeat_expression,subconfig_id/id
aeat_mod322_2023_sub01_export_line_101,aeat_mod322_2023_sub01_export_config,101,Reservado para la Administración. Sello electronico,string,13,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub01_export_line_102,aeat_mod322_2023_sub01_export_config,102,Identificador de fin de registro.,string,12,0,left,0,N,0, ,X,,</T32201000>,,,
aeat_mod322_2023_sub02_export_line_01,aeat_mod322_2023_sub02_export_config,1,Inicio del identificador de modelo ,string,11,0,left,0,N,0, ,X,,<T32202000>,,,
aeat_mod322_2023_sub02_export_line_02,aeat_mod322_2023_sub02_export_config,2,Indicador de página complementaria,string,1,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub02_export_line_03,aeat_mod322_2023_sub02_export_config,3,Regularización cuotas art. 80.Cinco.5ª LIVA [76],float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub02_export_line_04,aeat_mod322_2023_sub02_export_config,4,Liquidación (continuación). Diferencia ([38] - [62]) . [63],float,17,2,right,1,N,0, ,X,${object.casilla_63},,,,
aeat_mod322_2023_sub02_export_line_05,aeat_mod322_2023_sub02_export_config,5,Reservado para la Agencia Tributaria,string,5,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub02_export_line_06,aeat_mod322_2023_sub02_export_config,6,Liquidación (continuación). Atribuible a la Administración del Estado. [65],float,17,2,right,1,N,0, ,X,${object.atribuible_estado},,,,
aeat_mod322_2023_sub02_export_line_07,aeat_mod322_2023_sub02_export_config,7,IVA a la importación liquidado por la Aduana pendiente de ingreso [77],float,17,2,right,1,N,0, ,X,,0,,,
aeat_mod322_2023_sub02_export_line_08,aeat_mod322_2023_sub02_export_config,8,Liquidación (continuación). Cuotas a compensar de períodos anteriores a la incorporación al grupo. [66],float,17,2,right,1,N,0, ,X,${object.cuota_compensar},,,,
aeat_mod322_2023_sub02_export_line_09,aeat_mod322_2023_sub02_export_config,9,"Liquidación (continuación). Exclusivamente para sujetos pasivos que tributan conjuntamente a la Administración del Estado y a las Haciendas
Forales. Resultado de la regularización anual. [67]",float,17,2,right,1,N,0, ,X,,0,,,
aeat_mod322_2023_sub02_export_line_10,aeat_mod322_2023_sub02_export_config,10,Liquidación (continuación). Resultado ([65] - [66] + [67]) [68],float,17,2,right,1,N,0, ,X,${object.cuota_liquidacion},,,,
aeat_mod322_2023_sub02_export_line_11,aeat_mod322_2023_sub02_export_config,11,"Liquidación (continuación).A deducir (exclusivamente en caso de autoliquidación complementaria):
Resultado de las autoliquidaciones anteriores presentadas por el mismo concepto, ejercicio y periodo. [69]",float,17,2,right,1,N,0, ,X,,0,,,
aeat_mod322_2023_sub02_export_line_12,aeat_mod322_2023_sub02_export_config,12,Resultado de la autoliquidación ([68] - [69]) [70],float,17,2,right,1,N,0, ,X,${object.cuota_liquidacion},,,,
aeat_mod322_2023_sub02_export_line_13,aeat_mod322_2023_sub02_export_config,13,Información adicional. Entregas intracomunitarias de bienes y servicios [71],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==71).amount},,,,
aeat_mod322_2023_sub02_export_line_14,aeat_mod322_2023_sub02_export_config,14,Información adicional. Exportaciones y operaciones asimiladas. [72],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==72).amount},,,,
aeat_mod322_2023_sub02_export_line_15,aeat_mod322_2023_sub02_export_config,15,"Información adicional. Exclusivamente para aquellos sujetos pasivos que sean destinatarios de operaciones afectadas por el régimen del criterio de caja:  Importe de las adquisiciones de bienes y servicios a las que sea
de aplicación o afecte el régimen especial del criterio de caja.  Base imponible [74]",float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==74).amount},,,,
aeat_mod322_2023_sub02_export_line_16,aeat_mod322_2023_sub02_export_config,16,"Información adicional. Exclusivamente para aquellos sujetos pasivos que sean destinatarios de operaciones afectadas por el régimen del criterio de caja:  Importe de las adquisiciones de bienes y servicios a las que sea
de aplicación o afecte el régimen especial del criterio de caja.  Cuota soportada. [75]",float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==75).amount},,,,
aeat_mod322_2023_sub02_export_line_17,aeat_mod322_2023_sub02_export_config,17,Autoliquidación complementaria. Autoliquidación complementaria ,boolean,1,0,left,0,N,0, ,X,${object.statement_type == 'C'},,,,
aeat_mod322_2023_sub02_export_line_18,aeat_mod322_2023_sub02_export_config,18,Autoliquidación complementaria. Número de justificante de la autoliquidación anterior  ,string,13,0,left,0,N,0, ,X,${object.previous_number},,,,
aeat_mod322_2023_sub02_export_line_19,aeat_mod322_2023_sub02_export_config,19,Sin actividad. Sin actividad,string,1,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub02_export_line_20,aeat_mod322_2023_sub02_export_config,20,Liquidación (continuación). Atribuible a la Administración del Estado (%) . [64],float,5,2,right,0,N,0, ,X,${object.porcentaje_atribuible_estado},,,,
aeat_mod322_2023_sub02_export_line_21,aeat_mod322_2023_sub02_export_config,21,Operaciones no sujetas por reglas de localización (excepto las incluidas en la casilla 123). [120],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==120).amount},,,,
aeat_mod322_2023_sub02_export_line_22,aeat_mod322_2023_sub02_export_config,22,Reservado para la Agencia Tributaria,float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub02_export_line_23,aeat_mod322_2023_sub02_export_config,23,Operaciones sujetas con inversión del sujeto pasivo [122],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==122).amount},,,,
aeat_mod322_2023_sub02_export_line_24,aeat_mod322_2023_sub02_export_config,24,Operaciones no sujetas por reglas de localización acogidas a los regímenes especiales de ventanilla única [123],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==123).amount},,,,
aeat_mod322_2023_sub02_export_line_25,aeat_mod322_2023_sub02_export_config,25,Operaciones sujetas y acogidas a los regímenes especiales de ventanilla única [124],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==124).amount},,,,
aeat_mod322_2023_sub02_export_line_26,aeat_mod322_2023_sub02_export_config,26,Reservado para la Agencia Tributaria,string,1645,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub02_export_line_27,aeat_mod322_2023_sub02_export_config,27,Identificador de fin de registro.,string,12,0,left,0,N,0, ,X,,</T32202000>,,,
aeat_mod322_2023_sub03_export_line_01,aeat_mod322_2023_sub03_export_config,1,Inicio del identificador de modelo ,string,11,0,left,0,N,0, ,X,,<T32203000>,,,
aeat_mod322_2023_sub03_export_line_02,aeat_mod322_2023_sub03_export_config,2,Indicador de página complementaria,string,1,0,left,0,N,0, ,X,, ,,,
aeat_mod322_2023_sub03_export_line_03,aeat_mod322_2023_sub03_export_config,3,Exclusivamente a cumplimentar en el último periodo de la Declaración B - Código de actividad - Principal,string,3,0,left,0,N,0, ,X,${object.main_activity_code_id.code},,,,
aeat_mod322_2023_sub03_export_line_04,aeat_mod322_2023_sub03_export_config,4,Exclusivamente a cumplimentar en el último periodo de la Declaración C - Epígrafe IAE - Principal,string,4,0,left,0,N,0, ,X,${object.main_activity_iae},,,,
aeat_mod322_2023_sub03_export_line_05,aeat_mod322_2023_sub03_export_config,5,Exclusivamente a cumplimentar en el último periodo de la Declaración B - Código de actividad - Otras - 1ª,string,3,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_06,aeat_mod322_2023_sub03_export_config,6,Exclusivamente a cumplimentar en el último periodo de la Declaración C - Epígrafe IAE - Otras - 1ª,string,4,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_07,aeat_mod322_2023_sub03_export_config,7,Exclusivamente a cumplimentar en el último periodo de la Declaración B - Código de actividad - Otras - 2ª,string,3,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_08,aeat_mod322_2023_sub03_export_config,8,Exclusivamente a cumplimentar en el último periodo de la Declaración C - Epígrafe IAE - Otras - 2ª,string,4,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_09,aeat_mod322_2023_sub03_export_config,9,Exclusivamente a cumplimentar en el último periodo de la Declaración B - Código de actividad - Otras - 3ª,string,3,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_10,aeat_mod322_2023_sub03_export_config,10,Exclusivamente a cumplimentar en el último periodo de la Declaración C - Epígrafe IAE - Otras - 3ª,string,4,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_11,aeat_mod322_2023_sub03_export_config,11,Exclusivamente a cumplimentar en el último periodo de la Declaración B - Código de actividad - Otras - 4ª,string,3,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_12,aeat_mod322_2023_sub03_export_config,12,Exclusivamente a cumplimentar en el último periodo de la Declaración C - Epígrafe IAE - Otras - 4ª,string,4,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_13,aeat_mod322_2023_sub03_export_config,13,Exclusivamente a cumplimentar en el último periodo de la Declaración B - Código de actividad - Otras - 5ª,string,3,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_14,aeat_mod322_2023_sub03_export_config,14,Exclusivamente a cumplimentar en el último periodo de la Declaración C - Epígrafe IAE - Otras - 5ª,string,4,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_15,aeat_mod322_2023_sub03_export_config,15,Información de la tributación por territorio (sólo para sujetos pasivos que tributan a varias Administraciones) - Álava [89],float,5,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_16,aeat_mod322_2023_sub03_export_config,16,Información de la tributación por territorio (sólo para sujetos pasivos que tributan a varias Administraciones)-Guipúcoa [90],float,5,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_17,aeat_mod322_2023_sub03_export_config,17,Información de la tributación por territorio (sólo para sujetos pasivos que tributan a varias Administraciones) -Vizcaya [91],float,5,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_18,aeat_mod322_2023_sub03_export_config,18,Información de la tributación por territorio (sólo para sujetos pasivos que tributan a varias Administraciones) -Navarra [92],float,5,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_19,aeat_mod322_2023_sub03_export_config,19,Operaciones realizadas en el ejercicio. Operaciones en régimen general [80],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==80).amount},,,,
aeat_mod322_2023_sub03_export_line_20,aeat_mod322_2023_sub03_export_config,20,Operaciones realizadas en el ejercicio. Operaciones a las que habiéndoles sido aplicado el régimen especial del criterio de caja hubieran resultado devengadas conforme a la regla general de devengo contenida en el art. 75 LIVA [81],float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_21,aeat_mod322_2023_sub03_export_config,21,Operaciones realizadas en el ejercicio. Entregas intracomunitarias de bienes y servicios [93],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==93).amount},,,,
aeat_mod322_2023_sub03_export_line_22,aeat_mod322_2023_sub03_export_config,22,Operaciones realizadas en el ejercicio.. Exportaciones y otras operaciones exentas con derecho a deducción [94],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==94).amount},,,,
aeat_mod322_2023_sub03_export_line_23,aeat_mod322_2023_sub03_export_config,23,Operaciones realizadas en el ejercicio. Operaciones exentas sin derecho a deducción [83],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==83).amount},,,,
aeat_mod322_2023_sub03_export_line_24,aeat_mod322_2023_sub03_export_config,24,Operaciones no sujetas por reglas de localización (excepto las incluidas en la casilla 126) [84],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==84).amount},,,,
aeat_mod322_2023_sub03_export_line_25,aeat_mod322_2023_sub03_export_config,25,Reservado para la Agencia Tributaria,float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_26,aeat_mod322_2023_sub03_export_config,26,Operaciones realizadas en el ejercicio. Operaciones en régimen simplificado [86],float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_27,aeat_mod322_2023_sub03_export_config,27,"Operaciones realizadas en el ejercicio. Operaciones en régimen especial de la agricultura, ganadería y pesca [95]",float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_28,aeat_mod322_2023_sub03_export_config,28,Operaciones realizadas en el ejercicio.. Operaciones realizadas por sujetos pasivos acogidos al régimen especial del recargo de equivalencia [96],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==96).amount},,,,
aeat_mod322_2023_sub03_export_line_29,aeat_mod322_2023_sub03_export_config,29,"Operaciones realizadas en el ejercicio. Operaciones en Régimen especial de bienes usados, objetos de arte, antigüedades y objetos de colección [97]",float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_30,aeat_mod322_2023_sub03_export_config,30,Operaciones realizadas en el ejercicio. Operaciones en régimen especial de Agencias de Viajes [98],float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_31,aeat_mod322_2023_sub03_export_config,31,Operaciones realizadas en el ejercicio. Entregas de bienes inmuebles y operaciones financieras no habituales [79],float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_32,aeat_mod322_2023_sub03_export_config,32,Operaciones realizadas en el ejercicio. Entregas de bienes de inversión [99],float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_33,aeat_mod322_2023_sub03_export_config,33,Operaciones realizadas en el ejercicio. Total volumen de operaciones (Art. 121 Ley IVA) (80 + 81 + 93 + 94 + 83 + 84 + 125 + 126 + 127 + 128 + 86 + 95 + 96 + 97 + 98 - 79 - 99) [88],float,17,2,right,1,N,0, ,X,${object.operaciones_ejercicio},,,,
aeat_mod322_2023_sub03_export_line_34,aeat_mod322_2023_sub03_export_config,34,Información de la tributación por territorio (sólo para sujetos pasivos que tributan a varias Administraciones) -Territorio común [107],float,5,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_35,aeat_mod322_2023_sub03_export_config,35,Operaciones sujetas con inversión del sujeto pasivo [125],float,17,2,right,1,N,0, ,X,${object.tax_line_ids.filtered(lambda r: r.field_number==125).amount},,,,
aeat_mod322_2023_sub03_export_line_36,aeat_mod322_2023_sub03_export_config,36,Operaciones no sujetas por reglas de localización acogidas a los regímenes especiales de ventanilla única [126],float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_37,aeat_mod322_2023_sub03_export_config,37,Operaciones sujetas y acogidas a los regímenes especiales de ventanilla única [127],float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_38,aeat_mod322_2023_sub03_export_config,38,Operaciones intragrupo valoradas conforme a lo dispuesto en los arts. 78 y 79 LIVA [128],float,17,2,right,1,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_39,aeat_mod322_2023_sub03_export_config,39,Reservado para la Agencia Tributaria,string,1186,0,left,0,N,0, ,X,,,,,
aeat_mod322_2023_sub03_export_line_40,aeat_mod322_2023_sub03_export_config,40,Identificador de fin de registro.,string,12,0,left,0,N,0, ,X,,</T32203000>,,,
