id,name,lname,code,bic,street,street2,website,vat,city,zip,phone,active,state:id,country:id
res_bank_es_1535,Akf,"Akf Bank Gmbh & Co Kg, Sucursal En España",1535,,"Av. De Europa, 0",Pq.Empr.La Moraleja,www.akf.espana.es,W0047018G,Alcobendas,28108,916572296,1,base.state_es_m,base.es
res_bank_es_1536,Orey Financial,"Orey Financial-Instituiçao Financeira De Credito, S.A. Sucursal En España",1536,,". Carrera De San Jeronimo, 17",,www.oreyitrade.es,W0104784D,Madrid,28014,911269055,1,base.state_es_m,base.es
res_bank_es_1537,Lloyds Tsb Bank,"Lloyds Tsb Bank Plc, Sucursal En España",1537,,"Cl. Serrano, 90",,www.lloydstsb.es,W0060995H,Madrid,28006,915209900,1,base.state_es_m,base.es
res_bank_es_1538,Icbc (Europe),"Industrial And Commercial Bank Of China (Europe) S.A., Sucursal En España",1538,ICBKESMMXXX,"Ps. Recoletos, 3",,www.icbc.com.es,W0182368A,Madrid,28004,912168888,1,base.state_es_m,base.es
res_bank_es_1539,Bigbank As Cons,"Bigbank As Consumer Finance, Sucursal En España",1539,,"Cl. Orense, 81","Pl. 3, Pta. 1",info@bigbank.es,W0531072G,Madrid,28020,0,1,base.state_es_m,base.es
res_bank_es_1541,Attijariwafa Ba,"Attijariwafa Bank Europe, Sucursal En España",1541,,"Cl. Bravo Murillo, 210",,,W0017314F,Madrid,28020,915632775,1,base.state_es_m,base.es
res_bank_es_4320,Tabimed,"Tasaciones De Bienes Mediterraneo, S.A.",4320,,"Cl. Artes Graficas, 7",,,A03232329,Alicante,3008,965901400,1,base.state_es_a,base.es
res_bank_es_4323,Krata,"Krata, S.A.",4323,,"Ps. De Las Delicias, 5",Pl. 2 Izda.,www.krata.com,A41176934,Sevilla,41013,954213254,1,base.state_es_se,base.es
res_bank_es_4327,Intervalora,"Intertecnica De Valoraciones Y Patrimonios, S.A.",4327,,"Cl. Padre Damian, 42",Pl. 6 - Izda.,,A82351149,Madrid,28036,913431690,1,base.state_es_m,base.es
res_bank_es_4328,Intraser,"Internacional De Transacciones Y Servicios, S.A. (Intraser)",4328,,"Cl. Jacometrezo, 15",Pl. 6,www.intraser.com,A78283223,Madrid,28013,915416744,1,base.state_es_m,base.es
res_bank_es_4337,Valtecsa,"Valtec, S.A.",4337,,"Cl. Rios Rosas, 11",Planta Baja,,A78330768,Madrid,28003,915713300,1,base.state_es_m,base.es
res_bank_es_4349,Zehazki,"Zehazki, S.A.",4349,,"Cl. Javier Barcaiztegui, 19",Entresuelo C,,A20088720,San Sebastian,20010,943471751,1,base.state_es_ss,base.es
res_bank_es_4350,Valmesa,"Valoraciones Mediterraneo, S.A.",4350,,"Ur. Barrina Norte, 36",Edificio Valmesa,www.valmesa.es,A03319530,Benidorm,3502,965863511,1,base.state_es_a,base.es
res_bank_es_4358,Tasa,"Tasaciones Andaluzas, S.A.",4358,,"Ps. Almeria, 69",Pl. 5,www.tasacionesand.es,A04100673,Almeria,4001,950237444,1,base.state_es_al,base.es
res_bank_es_4359,Inmoseguros,"Inmoseguros Tasacion, S.A.",4359,,"Cl. Pedro Muñoz Seca, 4",Pl. 5,,A78966157,Madrid,28001,914263823,1,base.state_es_m,base.es
res_bank_es_4363,Gral. Valorac.,"General De Valoraciones, S.A.",4363,,"Cl. Ardales, 3",,,A29254935,Madrid,28023,913573884,1,base.state_es_m,base.es
res_bank_es_4367,Gti,"Gabinete De Tasaciones Inmobiliarias, S.A.",4367,,"Cl. Rafael Herrera, 11",Bajo,www.gtisa.es,A79164919,Madrid,28036,913789750,1,base.state_es_m,base.es
res_bank_es_1238,"Banint,Or","Banco Internacional, S.A.",1238,BIMEESM1XXX,"Cl. Serrano, 23",Pl. 8,,N4121054C,Madrid,28001,915750921,1,base.state_es_m,base.es
res_bank_es_1251,Privatbank Ihag,Privatbank Ihag Zürich,1251,IHZUES21XXX,"Av. Clemente Diaz Ruiz, 10",,,N0391069B,Fuengirola,29640,952466568,1,base.state_es_ma,base.es
res_bank_es_1260,"Nordea Bank,Sa","Nordea Bank, S.A.",1260,,". Centro Comercial Plaza, Ofic., 0",,,N0081049I,Nueva Andalucia- Marbella,29660,952816925,1,base.state_es_ma,base.es
res_bank_es_1267,Nykredit,Nykredit Realkredit A/S,1267,,". Centro Comercial Plaza, Local, 26",,,N0081361H,Nueva Andalucia - Marbella,29660,952905150,1,base.state_es_ma,base.es
res_bank_es_1272,Bankhaus Jungho,Bankhaus Jungholz Ag,1272,,"Cl. Marques De Campo, 16",Pl. 4,,N0391580H,Denia,3700,966431991,1,base.state_es_a,base.es
res_bank_es_1274,Swedbank,"Swedbank, S.A.",1274,,"Av. Manolete, 0",C.Comerc.Plaza Of.16,,W1181054F,Marbella,29660,0,1,base.state_es_ma,base.es
res_bank_es_1277,Bancolombia,"Bancolombia, S.A.",1277,,"Ps. De La Castellana, 134",Pl. 1 Dcha,,N4801058A,Madrid,28046,915216666,1,base.state_es_m,base.es
res_bank_es_1282,"B.Guayaquil,Sa","Banco De Guayaquil, S.A.",1282,,"Cl. Pedro Teixeira, 8",,,N5001053G,Madrid,28020,914179302,1,base.state_es_m,base.es
res_bank_es_1246,Vivibanco,"Primer Banco Ahorro Y Prestamo Vivienda Familiar, S.A. (Vivibanco)",1246,,"Av. Gran Via Carlos Iii, 94","Pl. 5, 1 - Ed. Trade",,N4161003A,Barcelona,8028,934900847,1,base.state_es_b,base.es
res_bank_es_1247,Smbc,Sumitomo Mitsui Banking Corporation,1247,,"Cl. Villanueva, 12",Pl. 1 - B,,N7321216I,Madrid,28001,915766196,1,base.state_es_m,base.es
res_bank_es_1249,Norwich,Norwich And Peterborough Building Society,1249,NPBSES21XXX,"Cl. Pirandello, 16",Pl 5,,B11461936,Malaga,29010,952345400,1,base.state_es_ma,base.es
res_bank_es_1255,Aareal Bank Ag,Aareal Bank Ag,1255,AARBESM1XXX,"Ps. De La Castellana, 60",Pl. 4D,,N0042512D,Madrid,28046,917000850,1,base.state_es_m,base.es
res_bank_es_1275,Dekabank,Dekabank Deutsche Girozentrale,1275,,"Ps. De La Castellana, 141",Pl.8. Ed.Cuzco Iv,,W0043967I,Madrid,28046,915726693,1,base.state_es_m,base.es
res_bank_es_1280,Deutsche Hypoth,Deutsche Hypothekenbank (Actien- Gesellschaft),1280,,"Cl. Maria De Molina, 40",,,N0044213G,Madrid,28006,917452642,1,base.state_es_m,base.es
res_bank_es_1281,Landsbanki,"Landsbanki Luxembourg, S.A. (En Suspension De Pagos)",1281,,". Centro Comercial Plaza, 0","Pl. 1, Ofic. 4",,N0181060E,"Nueva Andalucia, Marbella",29660,952812890,1,base.state_es_ma,base.es
res_bank_es_1283,B. Pichincha,Banco Pichincha C.A.,1283,,"Cl. Alcala, 79",Local,,N5001054E,Madrid,28009,915488396,1,base.state_es_m,base.es
res_bank_es_1285,Itaú Bba,"Banco Itau Bba International, S.A.",1285,,"Cl. Pinar, 7",Pl. 2 Pta. Dcha.,,W0103158B,Madrid,28006,914186953,1,base.state_es_m,base.es
res_bank_es_1286,Bolivariano,Banco Bolivariano C.A.,1286,,"Cl. Lagasca, 73","Pl. 1, Oficina G",,N5001059D,Madrid,28001,914323486,1,base.state_es_m,base.es
res_bank_es_1287,Rbc Europe Limi,Rbc Europe Limited,1287,,"Cl. Calendula, 93","Miniparc Iii, Edif.E",,W4041220G,El Soto De La Moraleja,28109,917902400,1,base.state_es_m,base.es
res_bank_es_1000,Ico,Instituto De Credito Oficial,1000,ICROESMMXXX,"Ps. Del Prado, 4",,,Q2876002C,Madrid,28014,915921600,1,base.state_es_m,base.es
res_bank_es_0003,B. Depositos,"Banco De Depositos, S.A.",0003,BDEPESM1XXX,"Cl. Jose Ortega Y Gasset, 29",,,A07001027,Madrid,28006,914352175,1,base.state_es_m,base.es
res_bank_es_3179,C.R. De Alginet,"Caja Rural De Alginet, Sociedad Cooperativa Credito Valenciana",3179,CCRIES2A179,"Cl. Valencia, 13",,www.ruralvia.com,F46163598,Alginet,46230,961750400,1,base.state_es_v,base.es
res_bank_es_8825,Adquiera,"Adquiera Servicios Financieros E.F.C., S.A.",8825,,"Cl. Roger De Lauria, 24",Pl. 2,www.adquiera.es,A97784052,Valencia,46002,961974799,1,base.state_es_v,base.es
res_bank_es_8826,Deutsche Leasin,"Deutsche Leasing Iberica, E.F.C., S.A.",8826,,"Cl. Gran Via Les Corts Catalanes, 0",Pl. 11,,A84838200,Barcelona,8014,932988843,1,base.state_es_b,base.es
res_bank_es_1475,Cortal Consors,"Cortal Consors, Sucursal En España",1475,CCSEESM1XXX,"Cl. Ribera Del Loira, 28",,,W0012959C,Madrid,28042,912095050,1,base.state_es_m,base.es
res_bank_es_1477,R. B. Scotland,"The Royal Bank Of Scotland Plc, Sucursal En España",1477,,"Cl. Jose Ortega Y Gasset, 29",Pl. 5,www.rbos.es,W0066180A,Madrid,28006,914385100,1,base.state_es_m,base.es
res_bank_es_1479,Natixis,"Natixis, S.A., Sucursal En España",1479,NATXESMMXXX,"Ps. De Recoletos, 0",,,W0013055I,Madrid,28004,914319769,1,base.state_es_m,base.es
res_bank_es_1483,Bank Scotland,"Bank Of Scotland, Sucursal En España",1483,,"Ps. De La Castellana, 52",Pl. 3,,W0066568G,Madrid,28046,917454150,1,base.state_es_m,base.es
res_bank_es_1487,Toyota,"Toyota Kreditbank Gmbh, Sucursal En España",1487,,"Av. De Bruselas, 22",Arroyo De La Vega,,W0043045D,Alcobendas,28108,911513400,1,base.state_es_m,base.es
res_bank_es_1488,Pictet & Cie,"Pictet & Cie (Europe), S.A., Sucursal En España",1488,PICTESMMXXX,"Cl. Hermosilla, 11",,,W0032377D,Madrid,28001,915382500,1,base.state_es_m,base.es
res_bank_es_1525,Banque Chaabi,"Banque Chaabi Du Maroc, Sucursal En España",1525,BCDMESMMXXX,"Av. Del Doctor Arce, 35",,www.chaabibank.es,W0015442G,Madrid,28002,915630648,1,base.state_es_m,base.es
res_bank_es_1530,Sofinloc Instit,"Sofinloc Instituiçao Financeira De Credito, S.A., Sucursal En España",1530,,"Av. Menendez Pelayo, 67","Local 20, Pl. Baja",,W0104961H,Madrid,28009,915572300,1,base.state_es_m,base.es
res_bank_es_1533,Bmw Bank,"Bmw Bank Gmbh, Sucursal En España",1533,,"Av. De Burgos, 118",,,W0047044C,Madrid,28050,913350700,1,base.state_es_m,base.es
res_bank_es_0151,Jpmorgan Chase,"Jpmorgan Chase Bank National Association, Sucursal En España",0151,CHASESM3XXX,"Cl. Jose Ortega Y Gasset, 29",,,W4001407H,Madrid,28006,915161200,1,base.state_es_m,base.es
res_bank_es_0155,Banco Do Brasil,"Banco Do Brasil, S.A., Sucursal En España",0155,BRASESMMXXX,"Cl. Jose Ortega Y Gasset, 29",Pl. 1,,W5081021G,Madrid,28006,914232500,1,base.state_es_m,base.es
res_bank_es_0160,Tokyo-Mitsubish,"The Bank Of Tokyo-Mitsubishi Ufj, Ltd., Sucursal En España",0160,BOTKESMXXXX,"Cl. Jose Ortega Y Gasset, 29",Pl. 3,,W7321065J,Madrid,28006,914328500,1,base.state_es_m,base.es
res_bank_es_0161,Db-Trust Compan,"Deutsche Bank Trust Company Americas, Sucursal En España",0161,BKTRESM1XXX,"Ps. De La Castellana, 31",,,N4001091J,Madrid,28046,915387500,1,base.state_es_m,base.es
res_bank_es_0169,Nacion Argent.,"Banco De La Nacion Argentina, Sucursal En España",0169,NACNESMMXXX,"Cl. Nuñez De Balboa, 73",,,W5281004A,Madrid,28001,915763703,1,base.state_es_m,base.es
res_bank_es_1164,Espirito Santo,Espirito Santo Bank Of Florida,1164,ESBFESM1XXX,"Cl. Serrano, 88",,,N4001572I,Madrid,28006,914005009,1,base.state_es_m,base.es
res_bank_es_1168,Cuba,Banco Nacional De Cuba,1168,BNACESM1XXX,"Cl. Marceliano Santa Maria, 8",Pl. 5 Dcha.,bancubamad@telefónica.net,N4481005I,Madrid,28036,915646893,1,base.state_es_m,base.es
res_bank_es_1170,Standard Chart.,Standard Chartered Bank,1170,,"Cl. Pinar, 5",,,N0060668A,Madrid,28006,917437385,1,base.state_es_m,base.es
res_bank_es_1177,Cic Banques,Credit Industriel Et Commercial,1177,,"Cl. Marques De La Ensenada, 2",Pl. 3,,N0011186D,Madrid,28004,913103281,1,base.state_es_m,base.es
res_bank_es_1284,Schroder & Co.,Schroder & Co. Bank Ag,1284,,"Cl. Pedro De Valdivia, 14",Bajo,,N0391856B,Madrid,28006,915901291,1,base.state_es_m,base.es
res_bank_es_1290,Rbi,Raiffeisen Bank International Ag,1290,,"Cl. Principe De Vergara, 11",Pl. 4 C,,N0381457A,Madrid,28001,914316536,1,base.state_es_m,base.es
res_bank_es_1291,Mizuho Co. Bank,Mizuho Corporate Bank Nederland N.V.,1291,,"Cl. Orense, 34",Pl. 6,,N0034615E,Madrid,28020,915982905,1,base.state_es_m,base.es
res_bank_es_1293,Bim Sa,"Banque Internationale Pour Le Mali, S.A.",1293,,"Cl. Ronda De Segovia, 42",,,W2321004J,Madrid,28005,652539821,1,base.state_es_m,base.es
res_bank_es_1294,Banco Ganadero,"Banco Ganadero, S.A.",1294,,"Cl. Orense, 85",,,W5161047E,Madrid,28020,915006790,1,base.state_es_m,base.es
res_bank_es_1295,Paypal (Europe),"Paypal (Europe) S.Á.R.L. Y Cie, S.C.A.",1295,,"Av. De Europa, 4",,,N0181894G,Alcobendas,28108,917901000,1,base.state_es_m,base.es
res_bank_es_1296,Leeds Building,Leeds Building Society,1296,,"Av. De Aragon, 330","Pe.Mercedes, E.5,Pl3",,N8260357B,Madrid,28022,915625152,1,base.state_es_m,base.es
res_bank_es_1297,F. Van Lanschot,F. Van Lanschot Bankiers N.V.,1297,,"Cl. Las Hortensias(Nueva Andalucia, 29",Villa Ariadne,,N0033709G,Marbella,29660,952062630,1,base.state_es_ma,base.es
res_bank_es_1298,Soc.Gral.Marro,Societe Generale Marocaine De Banques,1298,,"Pz. Pablo Ruiz Picasso, 1",,,W2041130B,Madrid,28020,696921070,1,base.state_es_m,base.es
res_bank_es_1299,L.J. Carregosa,"Banco L.J. Carregosa, S.A.",1299,,"Cl. Hermosilla, 91",Pl. Bajo B,,N0105590D,Madrid,28001,914356230,1,base.state_es_m,base.es
res_bank_es_1300,Abn Amro Bank,Abn Amro Bank N.V.,1300,,"Av. Jose Banus Edf. Malaga, 0",Local 2B,,W0035709E,Marbella,29660,952908843,1,base.state_es_ma,base.es
res_bank_es_1310,Developp. Mali,"Banque De Developpement Du Mali, S.A.",1310,,"Cl. Cristobal Lopez Lupiañez, 11",,,W2321006E,Almeria,4006,671894819,1,base.state_es_al,base.es
res_bank_es_1312,Banque Privee,"Banque Privee Espirito Santo, S.A.",1312,,"Cl. Zurbano, 34","Pl. 2, Pta. Dr.",,N0106341A,Madrid,28010,0,1,base.state_es_m,base.es
res_bank_es_1313,Corpbanca,Corpbanca,1313,,"Cl. Velazquez, 94",Pl. 1,,N5121207D,Madrid,28006,917817010,1,base.state_es_m,base.es
res_bank_es_1314,Finan. Inter.,"Financiera Internacional, S.A. Compañia De Financiamiento",1314,,"Cl. Marques De Urquijo, 47","Pl. 7, Pta. B",,W4801140G,Madrid,28008,917817407,1,base.state_es_m,base.es
res_bank_es_9801,Isba,"Isba, Sociedad De Garantia Reciproca",9801,,"Cl. Genil, 30",Bajos,,V07066913,Palma,7009,971461250,1,base.state_es_pm,base.es
res_bank_es_1315,Svenska,"Svenska Handelsbanken, S.A.",1315,,". Centro Plaza, 0",Nueva Andalucia,,W0182450G,Marbella,29660,952817550,1,base.state_es_ma,base.es
res_bank_es_9806,Elkargi,"Elkargi, S.G.R.",9806,,"Ps. De Mikeletegi, 50",,,V20066411,San Sebastian,20009,943309060,1,base.state_es_ss,base.es
res_bank_es_9808,Sonagar,"Sociedad Navarra De Garantia Reciproca (Sonagar, S.G.R.)",9808,,"Cl. Arrieta, 21",,,V31096407,Pamplona,31002,948228513,1,base.state_es_na,base.es
res_bank_es_9811,Ceaval,"Centro De Avales Para La Industria Y La Edicion, S.G.R., En Liquidacion",9811,,"Cl. Jose Anselmo Clave, 2",Pl. 2,,V08695934,Barcelona,8002,933181941,1,base.state_es_b,base.es
res_bank_es_9813,Sogaval,Sociedad De Garantia Reciproca De La Comunitat Valenciana,9813,,"Cl. Amadeo De Saboya, 1",,www.sgr.es,V46168308,Valencia,46010,963391490,1,base.state_es_v,base.es
res_bank_es_9816,Sogarca,"Sociedad De Garantia Reciproca De Santander (Sogarca, S.G.R.)",9816,,"Cl. Bibliotecario Miguel Artigas, 6",Pl. 6 - 2,,A39030101,Santander,39007,942219413,1,base.state_es_s,base.es
res_bank_es_9818,Aval Madrid,"Aval - Madrid, S.G.R.",9818,,"Cl. Jorge Juan, 30",,,V28737526,Madrid,28001,915777270,1,base.state_es_m,base.es
res_bank_es_9819,Sogarpo,"S.G.R. De La Pequeña Y Mediana Empresa De Pontevedra Y Orense (Sogarpo, S.G.R.)",9819,,"Cl. Reconquista, 11",Bajo,www.sogarpo.es,V36622082,Vigo,36201,986228052,1,base.state_es_po,base.es
res_bank_es_9826,Sogarte,"Sociedad De Garantias De Canarias, Sociedad De Garantias Reciprocas, S.G.R. (Sogarte)",9826,,"Av. De Jose Manuel Guimera, 3","Edf.Urbis, Local 7-8",www.sogarte.org,V38032900,Santa Cruz De Tenerife,38003,922882648,1,base.state_es_tf,base.es
res_bank_es_9827,Undemur,"Union De Empresarios Murcianos, Sociedad De Garantia Reciproca (Undemur, S.G.R.)",9827,,"Av. Rio Segura, 10",Bajo,,V30048086,Murcia,30002,968355320,1,base.state_es_mu,base.es
res_bank_es_9828,Transaval,"Transaval, Sociedad De Garantia Reciproca",9828,,"Cl. Pensamiento, 27",Pl. 1,,V28747400,Madrid,28020,915715235,1,base.state_es_m,base.es
res_bank_es_9829,Asturgar,"Sociedad De Garantia Reciproca De Asturias (Asturgar, S.G.R.)",9829,,"Pq. Tecnologico De Asturias, 0",,,V33042623,Llanera,33420,985266768,1,base.state_es_o,base.es
res_bank_es_9832,Afigal,"Afianzamientos De Galicia, Sociedad De Garantia Reciproca (Afigal, S.G.R.)",9832,,"Cl. San Andres, 143",Pl. 4,,V15053754,A Coruña,15003,981216276,1,base.state_es_c,base.es
res_bank_es_9836,Avalunion,"Union Andaluza De Avales, Sociedad De Garantia Reciproca (Avalunion, S.G.R.)",9836,,"Pz. Poeta Luis Rosales, 1",Pl. 1,,A18032425,Granada,18009,958229222,1,base.state_es_gr,base.es
res_bank_es_9839,Suraval,"Sociedad De Garantia Reciproca De Andalucia (Suraval, S.G.R.)",9839,,"Av. De La Constitucion, 7",Pl. 1,www.suraval.es,G41132192,Sevilla,41004,954213553,1,base.state_es_se,base.es
res_bank_es_9840,Araval,"Avalia Aragon, Sociedad De Garantia Reciproca",9840,,"Cl. Coso, 33",Pl. 6,,A50101336,Zaragoza,50003,976229500,1,base.state_es_z,base.es
res_bank_es_9842,Sogapyme,"Sociedad De Avales De Canarias Sogapyme, Sociedad De Garantia Reciproca",9842,,"Cl. Albareda, 3",,,V35093822,Las Palmas De Gran Canaria,35007,928290046,1,base.state_es_gc,base.es
res_bank_es_9843,"Oinarri, Sgr","Oinarri, Sociedad De Garantia Para La Economia Social, S.G.R.",9843,,"Cl. Albert Einstein (Edif E-3)Pl.2, 25",Pq.Tecn.Alava-Miñano,,V01233527,Vitoria-Gasteiz,1510,945298280,1,base.state_es_vi,base.es
res_bank_es_9844,Extraval,Sociedad De Garantia Reciproca Extremeña De Avales,9844,,"Av. Santa Marina, 25",,,V06258321,Badajoz,6005,924260450,1,base.state_es_ba,base.es
res_bank_es_9845,Fianzas Sgr,"Fianzas Y Servicios Financieros, S.G.R.",9845,,"Cl. Rafael Salgado, 19",Pl. 3,www.fianzas-sgr.com,V81689473,Madrid,28036,915931206,1,base.state_es_m,base.es
res_bank_es_9846,"Iberaval, Sgr","Iberaval, Sociedad De Garantia Reciproca",9846,,"Cl. Santa Clara, 3",Pl. Bajo,,V09330796,Burgos,9002,983217753,1,base.state_es_bu,base.es
res_bank_es_9847,Avalis Sgr,"Avalis De Catalunya, S.G.R.",9847,,". Gran Via Les Corts Catalanes, 0",Pl. Baja,,V63201032,Barcelona,8014,932980260,1,base.state_es_b,base.es
res_bank_es_9848,Audiovisual,"Audiovisual Aval, S.G.R.",9848,,"Cl. Luis Buñuel, 2",Ciudad De La Imagen,,V84550359,Pozuelo De Alarcon,28223,915123048,1,base.state_es_m,base.es
res_bank_es_9849,"Aval C-Lm, Sgr","Aval Castilla-La Mancha, Sociedad De Garantia Reciproca",9849,,"Cl. Comercio, 44",Pl. 2,,V45720448,Toledo,45001,925283166,1,base.state_es_to,base.es
res_bank_es_9891,Cersa,"Compañia Española De Reafianzamiento, S.A.",9891,,"Ps. De La Castellana, 141",Pl. 1 - A,,A28721314,Madrid,28046,915718488,1,base.state_es_m,base.es
res_bank_es_1702,"Eurodivisas, Sa","Eurodivisas, S.A.",1702,,"Pz. De España, 3",,,A37310323,Fuentes De Oñoro,37480,923281318,1,base.state_es_sa,base.es
res_bank_es_1703,Airport Change,"Airport Change, S.A.",1703,,"Cl. Orense, 6",,,A80832231,Madrid,28020,915562045,1,base.state_es_m,base.es
res_bank_es_1704,Change Express,"Change Express, S.A.",1704,,". Gran Via, 16",,,A80375207,Madrid,28013,915234531,1,base.state_es_m,base.es
res_bank_es_1715,Savisa,Sociedad Anonima De Viajes Y Servicios De Autopista (Savisa),1715,,"Av. Catalunya, 12",El Portus,,A17125550,La Jonquera,17709,972554499,1,base.state_es_gi,base.es
res_bank_es_1719,Quick Change,"Quick Change, Sociedad Anonima (En Liquidacion)",1719,,"Pz. Alfereces Provisionales, 0","Ed. Tarajal, Ap. 404",,A38296117,Santa Cruz De Tenerife,38003,922220804,1,base.state_es_tf,base.es
res_bank_es_1763,Interchange,"Interchange Spain, S.A.",1763,,"Cl. Mayor, 15",,,A84496744,Madrid,28013,913697200,1,base.state_es_m,base.es
res_bank_es_1728,Assarf Chaabi,"Assarf Chaabi, S.A.",1728,,". Estacion Maritima, Ala Oeste, 0",,,A11396447,Algeciras,11207,956665630,1,base.state_es_ca,base.es
res_bank_es_1736,Master Envios,"Master Envios Unidos, S.A.",1736,,"Ps. De La Castellana, 171",Pl. 3 - Dcha.,www.masterenvios.es,A82072968,Madrid,28046,914251540,1,base.state_es_m,base.es
res_bank_es_1745,"Giroexpress, Sa","Giroexpress, S.A.",1745,,"Cl. Hermanos Garcia Noblejas, 39",Pl. 4 - C,,A82779695,Madrid,28037,911410200,1,base.state_es_m,base.es
res_bank_es_1757,Cbn Remittance,"Cbn Remittance Center, S.A.",1757,,"Cl. Pelayo, 56",Pl. 1 - 1,,A62685912,Barcelona,8001,934123952,1,base.state_es_b,base.es
res_bank_es_1782,Uni.De Cambios,"Universal De Cambios, S.A.",1782,,"Cl. Mesonero Romanos, 10",,,A85835569,Madrid,28013,915214857,1,base.state_es_m,base.es
res_bank_es_4301,Sdad. Tasacion,"Sociedad De Tasacion, S.A.",4301,,"Cl. Principe De Vergara, 43",,www.st-tasacion.es,A28808145,Madrid,28001,914360210,1,base.state_es_m,base.es
res_bank_es_4302,Th,"Tasaciones Hipotecarias, S.A.",4302,,"Cl. Maria De Molina, 54",Pl. 1,,A28806222,Madrid,28006,914549600,1,base.state_es_m,base.es
res_bank_es_4304,Tasiberica,"Tasiberica, S.A.",4304,,"Cl. Claudio Coello, 124",Pl. 8,,A28842045,Madrid,28006,917451008,1,base.state_es_m,base.es
res_bank_es_4305,Tasamadrid,"Tasaciones Madrid, S.A.",4305,,"Cl. Suero De Quiñones, 0",Pl. 6,www.tasamadrid.es,A28923324,Madrid,28002,917824670,1,base.state_es_m,base.es
res_bank_es_4307,Servatas,"Servicios Vascos De Tasaciones, S.A",4307,,"Cl. Bertendona, 4",Pl. 8,,A48159669,Bilbao,48008,944168411,1,base.state_es_bi,base.es
res_bank_es_4311,Valtecnic,"Valtecnic, S.A.",4311,,"Ps. De La Castellana, 161",Pl. 2,www.valtecnic.com,A28903920,Madrid,28046,915639904,1,base.state_es_m,base.es
res_bank_es_4313,Tinsa,"Tasaciones Inmobiliarias, S.A. (Tinsa)",4313,,"Cl. Jose Echegaray, 9",,www.tinsa.es,A78029774,Las Rozas,28230,913727500,1,base.state_es_m,base.es
res_bank_es_4315,Tecnitasa,"Tecnicos En Tasacion, S.A. (Tecnitasa)",4315,,"Av. De Europa, 26",Pl.2 Edif. Atica N.5,www.tecnitasa.com,A78116324,Pozuelo De Alarcon,28224,917823820,1,base.state_es_m,base.es
res_bank_es_6801,Western Union,Western Union Payment Services Ireland Limited (Red De Agentes),6801,,"Cl. Pinar, 7",Pl. 5,,N0072219I,Madrid,28006,914177100,1,base.state_es_m,base.es
res_bank_es_6803,Telefonica Reme,"Telefonica Remesas, S.A.",6803,,"Rd. De La Comunicacion, 0","Edf. Oeste 1, Pl.6",,A85739878,Madrid,28050,914827303,1,base.state_es_m,base.es
res_bank_es_4368,Cohispania,"Compañia Hispania De Tasaciones Y Valoraciones, S.A.",4368,,"Av. Europa, 34, Edificio B, 0",Pl. 3 Izquierda,www.cohispania.com,A79199287,Madrid,28023,913070035,1,base.state_es_m,base.es
res_bank_es_4381,Satasi,"Tasaciones Y Servicios Inmobiliarios, S.A.",4381,,"Cl. Juan De Ajuriaguerra, 19",,,A48238901,Bilbao,48009,944231305,1,base.state_es_bi,base.es
res_bank_es_4388,Euroval,"Eurovaloraciones, S.A.",4388,,"Pz. De La Constitucion, 2",,www.euroval.com,A03525508,San Juan,3550,902100367,1,base.state_es_a,base.es
res_bank_es_4392,Vth,"Valoraciones Y Tasaciones Hipotecarias, S.A.",4392,,"Av. Diagonal, 429",,,A79964136,Barcelona,8036,934961900,1,base.state_es_b,base.es
res_bank_es_4393,Vatpesa,"Vatpe, S.A.",4393,,"Pz. Colon, 13",,,A30290423,Lorca,30800,968442842,1,base.state_es_mu,base.es
res_bank_es_4400,T&C,"Tasaciones Y Consultoria, S.A.",4400,,"Cl. Esparza, 5",,,A31362833,Cizur Menor,31190,948174384,1,base.state_es_na,base.es
res_bank_es_4470,Barna-Tasa,"Barna-Tasa, S.A.",4470,,"Cl. Corcega, 168","Pl. 1, Pt. 1",,A60840543,Barcelona,8036,934100532,1,base.state_es_b,base.es
res_bank_es_4379,Gecopinsa,"Gecopinsa Tasaciones, S.A.",4379,,"Cl. Provenza, 277",Pl. 3,,A59084053,Barcelona,8037,932158888,1,base.state_es_b,base.es
res_bank_es_4383,Tasalia,"Tasalia Sociedad De Tasacion, S.A.",4383,,"Cl. Monseñor Palmer, 2",Local 4,,A07468663,Palma,7014,971728822,1,base.state_es_pm,base.es
res_bank_es_4403,Intasa,"Inta, Sociedad Anonima, Sociedad De Tasaciones",4403,,"Av. Ojos Negros, Parcela 41, 0",Pl 3ª,,A46471199,Sagunto - Puerto,46520,962681388,1,base.state_es_v,base.es
res_bank_es_4404,Arquitasa,"Arquitasa, Sociedad De Tasaciones De Los Colegios De Arquitectos De España, S.A.",4404,,"Av. Perez Galdos, 13","Pl. 1, Pta. 1",www.arquitasa.com,A59307777,Valencia,46007,963522503,1,base.state_es_v,base.es
res_bank_es_4406,Alia Tasaciones,"Alia Tasaciones, S.A.",4406,,"Av. Soria, 8",Plt. 2,,A80164643,Valladolid,47012,983362983,1,base.state_es_va,base.es
res_bank_es_4372,Murciana,"Murciana De Tasaciones, S.A.",4372,,"Cl. Cuatro Caminos, 33",Bajo-Carril Ruiperez,,A30207492,Murcia,30007,968249847,1,base.state_es_mu,base.es
res_bank_es_4416,Arco Valoracion,"Arco Valoraciones, S.A.",4416,,"Av. Primo De Rivera, 17",Entresuelo - D,,A30331144,Murcia,30008,968227111,1,base.state_es_mu,base.es
