"25.92","Fabricació d'envasos i embalatges lleugers, en metall"
"25.93","Fabricació de productes de filferro, cadenes i molles"
"25.94","Fabricació de perns i cargols"
"25.99","Fabricació d'altres productes metàl·lics ncaa"
"26.11","Fabricació de components electrònics"
"26.12","Fabricació de circuits impresos acoblats"
"26.20","Fabricació d'ordinadors i equips perifèrics"
"26.30","Fabricació d'equips de telecomunicacions"
"26.40","Fabricació de productes electrònics de consum"
"26.51","Fabricació d'instruments i aparells de mesura, verificació i navegació"
"26.52","Fabricació de rellotges"
"26.60","Fabricació d'equips de radiació, electromèdics i electroterapèutics"
"26.70","Fabricació d'instruments d'òptica i d'equips fotogràfics"
"26.80","Fabricació de suports magnètics i òptics"
"27.11","Fabricació de motors, transformadors i generadors elèctrics"
"27.12","Fabricació d'aparells de distribució i control elèctrics"
"27.20","Fabricació d'acumuladors i piles elèctriques"
"27.31","Fabricació de cables de fibra òptica"
"27.32","Fabricació d'altres fils i cables electrònics i elèctrics"
"27.33","Fabricació de dispositius de cablatge"
"27.40","Fabricació de llums elèctrics i aparells d'il·luminació"
"27.51","Fabricació d'aparells electrodomèstics"
"27.52","Fabricació d'aparells domèstics no elèctrics"
"27.90","Fabricació d'altres tipus de materials i equips elèctrics"
"28.11","Fabricació de motors i turbines, excepte els d'aeronaus, vehicles automòbils i ciclomotors"
"28.12","Fabricació d'equips de transmissions hidràuliques i pneumàtiques"
"28.13","Fabricació d'altres bombes i compressors"
"28.14","Fabricació de vàlvules i aixetes"
"28.15","Fabricació de coixinets, engranatges i òrgans mecànics de transmissió"
"28.21","Fabricació de forns i cremadors"
"28.22","Fabricació de maquinària d'elevació i manipulació"
"28.23","Fabricació de màquines i equips d'oficina, excepte equips informàtics"
"28.24","Fabricació de màquines eina elèctriques portàtils"
"28.25","Fabricació de maquinària de ventilació i refrigeració no domèstica"
"28.29","Fabricació d'altre tipus de maquinària d'ús general ncaa"
"28.30","Fabricació de maquinària agrària i forestal"
"28.41","Fabricació de màquines eina per treballar els metalls"
"28.49","Fabricació d'altres tipus de màquines eina"
"28.91","Fabricació de maquinària per a les indústries metal·lúrgiques"
"28.92","Fabricació de maquinària per a les indústries extractives i de la construcció"
"28.93","Fabricació de maquinària per a les indústries de l'alimentació, begudes i tabac"
"28.94","Fabricació de maquinària per a les indústries tèxtils, de la confecció i del cuir"
"28.95","Fabricació de maquinària per a les indústries del paper i del cartó"
"28.96","Fabricació de maquinària per a les indústries del plàstic i del cautxú"
"28.99","Fabricació d'altres tipus de maquinària per a usos específics ncaa"
"29.10","Fabricació de vehicles de motor"
"29.20","Fabricació de carrosseries per a vehicles de motor; fabricació de remolcs i semiremolcs"
"29.31","Fabricació d'equips elèctrics per a vehicles de motor i els seus motors"
"29.32","Fabricació d'altres components, peces i accessoris per a vehicles de motor i els seus motors"
"30.11","Construcció de vaixells i estructures flotants"
"30.12","Construcció d'embarcacions d'esbarjo i d'esport"
"30.20","Fabricació de locomotores i material ferroviari"
"30.30","Construcció aeronàutica i espacial"
"30.40","Fabricació de vehicles de combat"
"30.91","Fabricació de motocicletes"
"30.92","Fabricació de bicicletes i vehicles per a persones amb discapacitat"
"30.99","Fabricació d'altres materials de transport ncaa"
"31.01","Fabricació de mobles d'oficina i d'establiments comercials"
"31.02","Fabricació de mobles de cuina"
"31.03","Fabricació de matalassos"
"31.09","Fabricació d'altres tipus de mobles"
"32.11","Fabricació de monedes"
"32.12","Fabricació d'articles de joieria i articles similars"
"32.13","Fabricació d'articles de bijuteria i articles similars"
"32.20","Fabricació d'instruments musicals"
"32.30","Fabricació d'articles d'esport"
"32.40","Fabricació de jocs i joguines"
"32.50","Fabricació d'instruments i subministraments mèdics i odontològics"
"32.91","Fabricació d'escombres, brotxes i raspalls"
"32.99","Altres indústries manufactureres diverses ncaa"
"33.11","Reparació de productes metàl·lics"
"33.12","Reparació de maquinària"
"33.13","Reparació d'equips electrònics i òptics"
"33.14","Reparació d'equips elèctrics"
"33.15","Reparació i manteniment naval"
"33.16","Reparació i manteniment aeronàutic i espacial"
"33.17","Reparació i manteniment d'altres materials de transport"
"33.19","Reparació d'altres equips"
"33.20","Instal·lació de maquinària i equips industrials"
"35.12","Transport d'energia elèctrica"
"35.13","Distribució d'energia elèctrica"
"35.14","Comerç d'energia elèctrica"
"35.15","Producció d'energia hidroelèctrica"
"35.16","Producció d'energia elèctrica d'origen tèrmic convencional"
"35.17","Producció d'energia elèctrica d'origen nuclear"
"35.18","Producció d'energia elèctrica d'origen eòlic"
"35.19","Producció d'energia elèctrica d'altres tipus"
"35.21","Producció de gas"
"35.22","Distribució de combustibles gasosos per conductes urbans, excepte gasoductes"
"35.23","Comerç de gas per conductes urbans"
"35.30","Subministrament de vapor i aire condicionat"
"36.00","Captació, potabilització i distribució d'aigua"
"37.00","Recollida i tractament d'aigües residuals"
"38.11","Recollida de residus no perillosos"
"38.12","Recollida de residus perillosos"
"38.21","Tractament i eliminació de residus no perillosos"
"38.22","Tractament i eliminació de residus perillosos"
"38.31","Activitats de classificació i separació de materials"
"38.32","Activitats de valorització de materials classificats"
"39.00","Activitats de descontaminació i altres serveis de gestió de residus"
"41.10","Promoció immobiliària"
"41.21","Construcció d'edificis residencials"
"41.22","Construcció d'edificis no residencials"
"42.11","Construcció de carreteres i autopistes"
"42.12","Construcció de vies fèrries"
"42.13","Construcció de ponts i túnels"
"42.21","Construcció de xarxes per a fluids"
"42.22","Construcció de xarxes elèctriques i de telecomunicacions"
"42.91","Construcció d'obres hidràuliques"
"42.99","Construcció d'altres obres d'enginyeria civil ncaa"
"43.11","Demolició d'immobles"
"43.12","Moviments de terres"
"43.13","Perforacions i sondatges"
"43.21","Instal·lacions elèctriques"
"43.22","Lampisteria, instal·lacions de calefacció i aire condicionat"
"43.29","Altres activitats d'instal·lació en edificis i obres"
"43.31","Arrebossat"
"43.32","Instal·lacions de fusteria"
"43.33","Revestiments de terres i parets"
"43.34","Pintura i vidrieria"
"43.39","Altres treballs d'acabament d'edificis"
"43.91","Construcció de cobertes"
"43.99","Altres activitats especialitzades de la construcció ncaa"
"45.11","Venda d'automòbils i vehicles de motor lleuger"
"45.19","Venda d'altres vehicles de motor"
"45.20","Manteniment i reparació de vehicles de motor"
"45.31","Comerç a l'engròs de recanvis i accessoris de vehicles de motor"
"45.32","Comerç al detall de recanvis i accessoris de vehicles de motor"
"45.40","Venda, manteniment i reparació de motocicletes, i dels seus recanvis i accessoris"
"46.11","Intermediaris del comerç de primeres matèries agràries, animals vius, primeres matèries tèxtils i productes semielaborats"
"46.12","Intermediaris del comerç de combustibles, minerals, metalls i productes químics industrials"
"46.13","Intermediaris del comerç de la fusta i materials de construcció"
"46.14","Intermediaris del comerç de maquinària, equips industrials, embarcacions i aeronaus"
"46.15","Intermediaris del comerç de mobles, articles per a la llar i ferreteria"
"46.16","Intermediaris del comerç de tèxtils, peces de vestir, calçat i articles de cuir"
"46.17","Intermediaris del comerç de productes alimentaris, begudes i tabac"
"46.18","Intermediaris del comerç especialitzat en la venda d'altres productes"
"46.19","Intermediaris del comerç de productes diversos"
"46.21","Comerç a l'engròs de cereals, tabac en brut, llavors i aliments per al bestiar"
"46.22","Comerç a l'engròs de flors i plantes"
"46.23","Comerç a l'engròs d'animals vius"
"46.24","Comerç a l'engròs de cuirs i pells"
"46.31","Comerç a l'engròs de fruites i hortalisses"
"46.32","Comerç a l'engròs de carn i productes carnis"
"46.33","Comerç a l'engròs de productes lactis, ous, olis i greixos comestibles"
"46.34","Comerç a l'engròs de begudes"
"46.35","Comerç a l'engròs de productes del tabac"
"46.36","Comerç a l'engròs de sucre, xocolata i confiteria"
"46.37","Comerç a l'engròs de cafè, te, cacau i espècies"
"46.38","Comerç a l'engròs de peix i marisc i altres productes alimentaris"
"46.39","Comerç a l'engròs, no especialitzat, de productes alimentaris, begudes i tabac"
"46.41","Comerç a l'engròs de tèxtils"
"46.42","Comerç a l'engròs de peces de vestir i calçat"
"46.43","Comerç a l'engròs d'aparells electrodomèstics i d'aparells de ràdio i televisió"
"46.44","Comerç a l'engròs de porcellana i cristalleria, i articles de neteja"
"46.45","Comerç a l'engròs de perfumeria i cosmètica"
"46.46","Comerç a l'engròs de productes farmacèutics"
"46.47","Comerç a l'engròs de mobles, catifes i aparells d'il·luminació"
"46.48","Comerç a l'engròs de rellotges i joieria"
"46.49","Comerç a l'engròs d'altres articles d'ús domèstic"
"46.51","Comerç a l'engròs d'ordinadors, equips perifèrics i programes informàtics"
"46.52","Comerç a l'engròs d'equips electrònics i de telecomunicacions i els seus components"
"46.61","Comerç a l'engròs de maquinària, equips i subministraments agrícoles"
"46.62","Comerç a l'engròs de màquines eina"
"46.63","Comerç a l'engròs de maquinària per a la mineria, la construcció i l'enginyeria civil"
"46.64","Comerç a l'engròs de maquinària per a les indústries tèxtils, màquines de cosir i de tricotar"
"46.65","Comerç a l'engròs de mobles d'oficina"
"46.66","Comerç a l'engròs d'altres tipus de maquinària i equips d'oficina"
"46.69","Comerç a l'engròs d'altres tipus de maquinària i equips"
"46.71","Comerç a l'engròs de combustibles sòlids, líquids i gasosos, i productes similars"
"46.72","Comerç a l'engròs de metalls i minerals metàl·lics"
"46.73","Comerç a l'engròs de fusta, materials de construcció i aparells sanitaris"
"46.74","Comerç a l'engròs de ferreteria, lampisteria i calefacció"
"46.75","Comerç a l'engròs de productes químics"
"46.76","Comerç a l'engròs d'altres productes semielaborats"
"46.77","Comerç a l'engròs de ferralla i productes de rebuig"
"46.90","Comerç a l'engròs no especialitzat"
"47.11","Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats"
"47.19","Altres tipus de comerç al detall en establiments no especialitzats"
"47.21","Comerç al detall de fruites i hortalisses en establiments especialitzats"
"47.22","Comerç al detall de carn i productes carnis en establiments especialitzats"
"47.23","Comerç al detall de peix i marisc en establiments especialitzats"
"47.24","Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats"
"47.25","Comerç al detall de begudes en establiments especialitzats"
"47.26","Comerç al detall de productes de tabac en establiments especialitzats"
"47.29","Comerç al detall d'altres tipus de productes alimentaris en establiments especialitzats"
"47.30","Comerç al detall de combustibles per a l'automoció en establiments especialitzats"
"47.41","Comerç al detall d'ordinadors, equips perifèrics i programes informàtics en establiments especialitzats"
"47.42","Comerç al detall d'equips de telecomunicacions en establiments especialitzats"
"47.43","Comerç al detall d'equips d'àudio i vídeo en establiments especialitzats"
"47.51","Comerç al detall de tèxtils en establiments especialitzats"
"47.52","Comerç al detall de ferreteria, pintures i vidre en establiments especialitzats"
"47.53","Comerç al detall de catifes, moquetes i revestiments de parets i terres en establiments especialitzats"
"47.54","Comerç al detall d'electrodomèstics en establiments especialitzats"
"47.59","Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats"
"47.61","Comerç al detall de llibres en establiments especialitzats"
"47.62","Comerç al detall de periòdics i articles de papereria en establiments especialitzats"
"47.63","Comerç al detall d'enregistrament de música i vídeo en establiments especialitzats"
"47.64","Comerç al detall d'articles d'esport en establiments especialitzats"
"47.65","Comerç al detall de jocs i joguines en establiments especialitzats"
"47.71","Comerç al detall de peces de vestir en establiments especialitzats"
"47.72","Comerç al detall de calçat i articles de cuir en establiments especialitzats"
"47.73","Comerç al detall de productes farmacèutics en establiments especialitzats"
"47.74","Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats"
"47.75","Comerç al detall de productes cosmètics i higiènics en establiments especialitzats"
"47.76","Comerç al detall de flors, plantes, llavors, fertilitzants, animals de companyia i aliments per a animals domèstics en establiments especialitzats"
"47.77","Comerç al detall d'articles de rellotgeria i joieria en establiments especialitzats"
"47.78","Comerç al detall d'altres tipus d'articles nous en establiments especialitzats"
"47.79","Comerç al detall d'articles de segona mà en establiments especialitzats"
"47.81","Comerç al detall de productes alimentaris, begudes i tabac en parades de venda i mercats ambulants"
"47.82","Comerç al detall de productes tèxtils, peces de vestir i calçat en parades de venda i mercats ambulants"
"47.89","Comerç al detall d'altres productes en parades de venda i mercats ambulants"
"47.91","Comerç al detall per correspondència i per Internet"
"47.99","Comerç al detall d'altres tipus fora d'establiments, excepte en parades de venda i mercats ambulants"
"49.10","Transport interurbà de passatgers per ferrocarril"
"49.20","Transport de mercaderies per ferrocarril"
"49.31","Transport terrestre urbà i suburbà de passatgers"
"49.32","Transport en taxi"
"49.39","Altres tipus de transport terrestre de passatgers ncaa"
"49.41","Transport de mercaderies per carretera, excepte servei de mudances"
"49.42","Servei de mudances"
"49.50","Transport per canonada"
"50.10","Transport marítim de passatgers"
"50.20","Transport marítim de mercaderies"
"50.30","Transport de passatgers per vies de navegació interiors"
"50.40","Transport de mercaderies per vies de navegació interiors"
"51.10","Transport aeri de passatgers"
"51.21","Transport aeri de mercaderies"
"51.22","Transport espacial"
"52.10","Dipòsit i emmagatzematge"
"52.21","Activitats afins al transport terrestre"
"52.22","Activitats afins al transport marítim i per vies de navegació interiors"
"52.23","Activitats afins al transport aeri"
"52.24","Manipulació de mercaderies"
"52.29","Altres activitats afins al transport"
"53.10","Activitats postals nacionals"
"53.20","Altres activitats postals i de correus"
"55.10","Hotels i allotjaments similars"
"55.20","Allotjaments turístics i altres allotjaments de curta durada"
"55.30","Càmpings"
"55.90","Altres tipus d'allotjaments"
"56.10","Restaurants i establiments de menjars"
"56.21","Provisió de menjars preparats per a celebracions"
"56.29","Altres serveis de menjars"
"56.30","Establiments de begudes"
"58.11","Edició de llibres"
"58.12","Edició de directoris i llistes de correu"
"58.13","Edició de periòdics"
"58.14","Edició de revistes"
"58.19","Altres activitats d'edició"
"58.21","Edició de videojocs"
"58.29","Edició de programes informàtics, excepte de videojocs"
"59.12","Activitats de postproducció cinematogràfica, de vídeo i de programes de televisió"
"59.14","Activitats d'exhibició cinematogràfica"
"59.15","Activitats de producció cinematogràfica i de vídeo"
"59.16","Activitats de producció de programes de televisió"
"59.17","Activitats de distribució cinematogràfica i de vídeo"
"59.18","Activitats de distribució de programes de televisió"
"59.20","Activitats d'enregistrament de so i edició musical"
"60.10","Activitats de radiodifusió"
"60.20","Activitats de programació i emissió de televisió"
"61.10","Telecomunicacions per cable"
"61.20","Telecomunicacions sense fils"
"61.30","Telecomunicacions per satèl·lit"
"61.90","Altres activitats de telecomunicacions"
"62.01","Activitats de programació informàtica"
"62.02","Activitats de consultoria sobre tecnologies de la informació"
"62.03","Gestió d'instal·lacions informàtiques"
"62.09","Altres serveis relacionats amb les tecnologies de la informació"
"63.11","Processament de dades, hostatge i activitats relacionades"
"63.12","Portals web"
"63.91","Activitats d'agències de notícies"
"63.99","Altres serveis d'informació ncaa"
"64.11","Banca central"
"64.19","Altres tipus de mediació monetària"
"64.20","Activitats de les societats holding"
"64.30","Inversió col·lectiva, fons i entitats financeres similars"
"64.91","Arrendament financer"
"64.92","Altres tipus d'activitats creditícies"
"64.99","Altres tipus de mediació financera ncaa"
"65.11","Assegurances de vida"
"65.12","Assegurances, excepte assegurances de vida"
"65.20","Reassegurances"
"65.30","Fons de pensions"
"66.11","Administració de mercats financers"
"66.12","Activitats auxiliars de mediació en operacions de valors i altres actius"
"66.19","Activitats auxiliars de la mediació financera ncaa"
"66.21","Avaluació de riscos i danys"
"66.22","Activitats d'agents i corredors d'assegurances"
"66.29","Altres activitats auxiliars d'assegurances i fons de pensions"
"66.30","Activitats de gestió de fons"
"68.10","Compravenda de béns immobiliaris per compte propi"
"68.20","Lloguer de béns immobiliaris per compte propi"
"68.31","Agents de la propietat immobiliària"
"68.32","Gestió i administració de la propietat immobiliària"
"69.10","Activitats jurídiques"
"69.20","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
"70.10","Activitats de les seus centrals"
"70.21","Relacions públiques i comunicació"
"70.22","Altres activitats de consultoria de gestió empresarial"
"71.11","Serveis tècnics d'arquitectura"
"71.12","Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic"
"71.20","Anàlisis i assajos tècnics"
"72.11","Recerca i desenvolupament en biotecnologia"
"72.19","Altres tipus de recerca i desenvolupament en ciències naturals i tècniques"
"72.20","Recerca i desenvolupament en ciències socials i humanitats"
"73.11","Agències de publicitat"
"73.12","Serveis de representació de mitjans de comunicació"
"73.20","Estudis de mercat i enquestes d'opinió pública"
"74.10","Activitats de disseny especialitzat"
"74.20","Activitats de fotografia"
"74.30","Activitats de traducció i d'interpretació"
"74.90","Altres activitats professionals, científiques i tècniques ncaa"
"75.00","Activitats veterinàries"
"77.11","Lloguer d'automòbils i vehicles de motor lleugers"
"77.12","Lloguer de camions"
"77.21","Lloguer d'articles d'oci i esportius"
"77.22","Lloguer de cintes de vídeo i discos"
"77.29","Lloguer d'efectes personals i efectes domèstics ncaa"
"77.31","Lloguer de maquinària i equips agraris"
"77.32","Lloguer de maquinària i equips per a la construcció i enginyeria civil"
"77.33","Lloguer de maquinària i equips d'oficina, inclosos els ordinadors"
"77.34","Lloguer de mitjans de navegació"
"77.35","Lloguer de mitjans de transport aeri"
"77.39","Lloguer d'altres tipus de maquinària, equips i béns tangibles ncaa"
"77.40","Arrendament de la propietat intel·lectual i productes similars, excepte treballs protegits pels drets d'autor"
"78.10","Activitats de les agències de col·locació"
"78.20","Activitats de les empreses de treball temporal"
"78.30","Altres tipus de provisió de recursos humans"
"79.11","Activitats de les agències de viatges"
"79.12","Activitats dels operadors turístics"
"79.90","Altres serveis de reserves i activitats que s'hi relacionen"
"80.10","Activitats de seguretat privada"
"80.20","Serveis de sistemes de seguretat"
"80.30","Activitats d'investigació"
"81.10","Serveis integrals a edificis i instal·lacions"
"81.21","Neteja general d'edificis"
"81.22","Altres activitats de neteja industrial i d'edificis"
"81.29","Activitats de neteja ncaa"
"81.30","Activitats de jardineria"
"82.11","Serveis administratius combinats"
"82.19","Activitats de reprografia, preparació de documents i altres activitats especialitzades d'oficina"
"82.20","Activitats de centres d'atenció telefònica"
"82.30","Organització de convencions i fires de mostres"
"82.91","Activitats de les agències de cobrament i d'informació comercial"
"82.92","Activitats d'envasament i empaquetatge per compte d'altri"
"82.99","Altres activitats de suport a les empreses ncaa"
"84.11","Activitats generals de l'Administració pública"
"84.12","Regulació de les activitats sanitàries, educatives i culturals, i altres serveis socials, excepte la Seguretat Social obligatòria"
"84.13","Regulació de l'activitat econòmica"
"84.21","Afers exteriors"
"84.22","Defensa"
"84.23","Justícia"
"84.24","Ordre públic i seguretat"
"84.25","Protecció civil"
"84.30","Seguretat Social obligatòria"
"85.10","Educació preprimària"
"85.20","Educació primària"
"85.31","Educació secundària general"
"85.32","Educació secundària tècnica i professional"
"85.41","Educació postsecundària no superior"
"85.43","Educació superior universitària"
"85.44","Educació superior no universitària"
"85.51","Educació relacionada amb l'esport i les activitats recreatives"
"85.52","Educació relacionada amb la cultura"
"85.53","Activitats de les escoles de conducció i pilotatge"
"85.59","Altres activitats d'educació ncaa"
"85.60","Activitats auxiliars a l'educació"
"86.10","Activitats hospitalàries"
"86.21","Activitats de medicina general"
"86.22","Activitats de medicina especialitzada"
"86.23","Activitats odontològiques"
"86.90","Altres activitats sanitàries"
"87.10","Activitats de serveis socials amb allotjament i cures d'infermeria"
"87.20","Activitats de serveis socials amb allotjament a persones amb discapacitat psíquica, malalts mentals i drogodependents"
"87.31","Activitats de serveis socials amb allotjament a persones grans"
"87.32","Activitats de serveis socials amb allotjament a persones amb discapacitat física"
"87.90","Altres tipus d'activitats de serveis socials amb allotjament"
"88.11","Activitats de serveis socials sense allotjament a persones grans"
"88.12","Activitats de serveis socials sense allotjament a persones amb discapacitat"
"88.91","Activitats d'atenció diürna d'infants"
"88.99","Altres tipus d'activitats de serveis socials sense allotjament ncaa"
"90.01","Arts escèniques"
"90.02","Activitats auxiliars a les arts escèniques"
"90.03","Creació artística i literària"
"90.04","Gestió de sales d'espectacles"
"91.02","Activitats de museus"
"91.03","Gestió de llocs i edificis històrics"
"91.04","Activitats de jardins botànics, parcs zoològics i reserves naturals"
"91.05","Activitats de biblioteques"
"91.06","Activitats d'arxius"
"92.00","Activitats relacionades amb els jocs d'atzar i les apostes"
"93.11","Gestió d'instal·lacions esportives"
"93.12","Activitats de clubs esportius"
"93.13","Activitats dels gimnasos"
"93.19","Altres activitats relacionades amb l'esport"
"93.21","Activitats de parcs d'atraccions i parcs temàtics"
"93.29","Altres activitats recreatives i d'entreteniment ncaa"
"94.11","Activitats d'organitzacions empresarials i patronals"
"94.12","Activitats d'organitzacions professionals"
"94.20","Activitats sindicals"
"94.91","Activitats d'organitzacions religioses"
"94.92","Activitats d'organitzacions polítiques"
"94.99","Altres activitats associatives ncaa"
"95.11","Reparació d'ordinadors i equips perifèrics"
"95.12","Reparació d'equips de comunicació"
"95.21","Reparació d'aparells electrònics d'àudio i vídeo d'ús domèstic"
"95.22","Reparació d'aparells electrodomèstics i d'estris per a la llar i el jardí"
"95.23","Reparació de calçat i altres articles de cuir"
"95.24","Reparació de mobles i articles de parament de la llar"
"95.25","Reparació de rellotges i joieria"
"95.29","Reparació d'efectes personals i articles d'ús domèstic ncaa"
"96.01","Rentatge i neteja de peces tèxtils i de pell"
"96.02","Perruqueria i altres tractaments de bellesa"
"96.03","Pompes fúnebres i activitats que s'hi relacionen"
"96.04","Activitats de manteniment físic"
"96.09","Altres activitats de serveis personals ncaa"
"97.00","Activitats de les llars que donen ocupació a personal domèstic"
"98.10","Activitats de les llars que produeixen béns per a ús propi"
"98.20","Activitats de les llars que produeixen serveis per a ús propi"
"99.00","Organismes extraterritorials"
